original_content variant_content original_content_hudson variant_content_hudson original_function variant_function original_function_hudson variant_function_hudson
11 14 9 12 13 16 11 14
14 15 12 13 16 17 14 15
9 12 7 10 11 14 9 12
52 50 50 48 55 53 53 51
26 35 24 33 28 37 26 35
5 7 3 5 8 10 6 8
26 24 24 22 28 26 26 24
20 16 18 14 22 18 20 16
17 12 15 10 19 14 17 12
11 11 9 9 13 13 11 11
9 9 7 7 11 11 9 9
27 43 25 41 29 45 27 43
21 22 19 20 24 25 22 23
15 14 13 12 17 16 15 14
32 30 30 28 34 32 32 30
17 30 15 28 19 32 17 30
16 10 14 8 18 12 16 10
5 6 3 4 7 8 5 6
23 16 21 14 25 18 23 16
15 21 13 19 17 23 15 21
16 19 14 17 18 21 16 19
11 11 9 9 14 14 12 12
20 26 18 24 22 28 20 26
9 10 7 8 11 12 9 10
12 20 10 18 14 22 12 20
11 15 9 13 13 17 11 15
9 10 7 8 12 13 10 11
23 20 21 18 25 22 23 20
24 20 22 18 26 22 24 20
12 14 10 12 16 18 14 16
20 18 18 16 22 20 20 18
12 14 10 12 14 16 12 14
19 19 17 17 21 21 19 19
10 16 8 14 12 18 10 16
14 12 12 10 16 14 14 12
10 10 8 8 13 13 11 11
22 21 20 19 24 23 22 21
22 17 20 15 24 19 22 17
22 31 20 29 25 34 23 32
16 19 14 17 20 23 18 21
21 25 19 23 23 27 21 25
10 14 8 12 13 17 11 15
14 13 12 11 16 15 14 13
19 15 17 13 21 17 19 15
11 11 9 9 14 14 12 12
9 10 7 8 12 13 10 11
13 19 11 17 15 21 13 19
18 15 16 13 21 18 19 16
10 6 8 4 17 13 15 11
16 15 14 13 19 18 17 16
17 13 15 11 22 18 20 16
21 22 19 20 23 24 21 22
34 30 32 28 36 32 34 30
22 20 20 18 24 22 22 20
18 14 16 12 20 16 18 14
5 6 3 4 7 8 5 6
44 29 42 27 47 32 45 30
32 23 30 21 35 26 33 24
12 12 10 10 15 15 13 13
25 16 23 14 28 19 26 17
27 22 25 20 29 24 27 22
11 7 9 5 14 10 12 8
25 20 23 18 28 23 26 21
21 20 19 18 24 23 22 21
21 18 19 16 27 24 25 22
26 42 24 40 29 45 27 43
73 85 71 83 75 87 73 85
9 10 7 8 11 12 9 10
7 8 5 6 9 10 7 8
37 31 35 29 39 33 37 31
17 16 15 14 19 18 17 16
39 58 37 56 41 60 39 58
29 24 27 22 32 27 30 25
11 11 9 9 13 13 11 11
10 14 8 12 12 16 10 14
11 13 9 11 14 16 12 14
22 26 20 24 24 28 22 26
9 10 7 8 12 13 10 11
18 16 16 14 21 19 19 17
32 23 30 21 35 26 33 24
16 17 14 15 18 19 16 17
87 57 85 55 90 60 88 58
22 30 20 28 24 32 22 30
30 46 28 44 33 49 31 47
21 21 19 19 23 23 21 21
20 34 18 32 22 36 20 34
10 11 8 9 12 13 10 11
16 11 14 9 18 13 16 11
26 32 24 30 29 35 27 33
28 25 26 23 31 28 29 26
30 29 28 27 32 31 30 29
6 6 4 4 9 9 7 7
13 15 11 13 16 18 14 16
19 15 17 13 21 17 19 15
22 32 20 30 24 34 22 32
9 10 7 8 13 14 11 12
20 25 18 23 22 27 20 25
20 20 18 18 22 22 20 20
12 9 10 7 14 11 12 9
10 13 8 11 12 15 10 13
15 19 13 17 17 21 15 19
17 22 15 20 19 24 17 22
12 19 10 17 15 22 13 20
27 27 25 25 29 29 27 27
20 17 18 15 22 19 20 17
14 18 12 16 17 21 15 19
9 10 7 8 12 13 10 11
10 13 8 11 12 15 10 13
7 8 5 6 10 11 8 9
6 7 4 5 9 10 7 8
15 18 13 16 18 21 16 19
8 10 6 8 10 12 8 10
4 5 2 3 7 8 5 6
9 11 7 9 11 13 9 11
14 18 12 16 16 20 14 18
16 18 14 16 18 20 16 18
23 28 21 26 25 30 23 28
6 8 4 6 8 10 6 8
18 15 16 13 20 17 18 15
23 25 21 23 26 28 24 26
11 11 9 9 14 14 12 12
18 20 16 18 20 22 18 20
27 19 25 17 29 21 27 19
18 18 16 16 20 20 18 18
13 14 11 12 15 16 13 14
59 36 57 34 62 39 60 37
37 26 35 24 39 28 37 26
14 14 12 12 17 17 15 15
9 10 7 8 12 13 10 11
14 13 12 11 16 15 14 13
24 24 22 22 26 26 24 24
18 15 16 13 21 18 19 16
33 23 31 21 35 25 33 23
20 26 18 24 23 29 21 27
13 12 11 10 15 14 13 12
16 11 14 9 18 13 16 11
6 6 4 4 9 9 7 7
11 8 9 6 13 10 11 8
6 6 4 4 8 8 6 6
12 9 10 7 14 11 12 9
10 12 8 10 12 14 10 12
8 9 6 7 10 11 8 9
13 15 11 13 15 17 13 15
14 12 12 10 16 14 14 12
12 11 10 9 15 14 13 12
14 12 12 10 16 14 14 12
9 12 7 10 11 14 9 12
14 14 12 12 17 17 15 15
9 8 7 6 11 10 9 8
7 6 5 4 9 8 7 6
14 12 12 10 16 14 14 12
11 12 9 10 13 14 11 12
16 17 14 15 18 19 16 17
21 23 19 21 23 25 21 23
9 9 7 7 11 11 9 9
12 13 10 11 15 16 13 14
20 16 18 14 22 18 20 16
19 17 17 15 27 25 25 23
19 16 17 14 21 18 19 16
16 16 14 14 18 18 16 16
9 13 7 11 13 17 11 15
24 32 22 30 26 34 24 32
34 46 32 44 36 48 34 46
11 13 9 11 13 15 11 13
42 36 40 34 44 38 42 36
25 27 23 25 28 30 26 28
5 7 3 5 8 10 6 8
33 40 31 38 35 42 33 40
38 26 36 24 40 28 38 26
35 23 33 21 38 26 36 24
7 8 5 6 9 10 7 8
28 33 26 31 31 36 29 34
20 25 18 23 22 27 20 25
30 32 28 30 33 35 31 33
15 21 13 19 17 23 15 21
17 14 15 12 20 17 18 15
19 22 17 20 21 24 19 22
8 9 6 7 10 11 8 9
23 24 21 22 26 27 24 25
4 4 2 2 6 6 4 4
19 29 17 27 22 32 20 30
46 57 44 55 48 59 46 57
46 45 44 43 48 47 46 45
20 16 18 14 22 18 20 16
14 14 12 12 16 16 14 14
19 26 17 24 21 28 19 26
13 18 11 16 16 21 14 19
9 10 7 8 12 13 10 11
19 18 17 16 22 21 20 19
28 27 26 25 31 30 29 28
10 10 8 8 12 12 10 10
19 20 17 18 22 23 20 21
7 8 5 6 9 10 7 8
14 11 12 9 17 14 15 12
25 33 23 31 27 35 25 33
10 11 8 9 12 13 10 11
7 7 5 5 9 9 7 7
28 25 26 23 30 27 28 25
4 4 2 2 6 6 4 4
16 16 14 14 18 18 16 16
13 11 11 9 15 13 13 11
4 4 2 2 6 6 4 4
24 36 22 34 26 38 24 36
17 13 15 11 19 15 17 13
45 57 43 55 47 59 45 57
32 22 30 20 34 24 32 22
33 28 31 26 35 30 33 28
22 21 20 19 24 23 22 21
25 19 23 17 27 21 25 19
10 13 8 11 12 15 10 13
25 25 23 23 27 27 25 25
21 20 19 18 24 23 22 21
18 27 16 25 21 30 19 28
31 48 29 46 33 50 31 48
9 9 7 7 11 11 9 9
55 36 53 34 58 39 56 37
6 6 4 4 9 9 7 7
13 15 11 13 16 18 14 16
13 17 11 15 15 19 13 17
8 12 6 10 10 14 8 12
9 12 7 10 12 15 10 13
17 20 15 18 20 23 18 21
13 16 11 14 15 18 13 16
6 6 4 4 9 9 7 7
17 16 15 14 19 18 17 16
10 9 8 7 13 12 11 10
11 12 9 10 13 14 11 12
23 36 21 34 25 38 23 36
12 15 10 13 14 17 12 15
9 7 7 5 12 10 10 8
14 11 12 9 17 14 15 12
26 27 24 25 28 29 26 27
17 19 15 17 19 21 17 19
39 30 37 28 42 33 40 31
23 15 21 13 25 17 23 15
17 22 15 20 19 24 17 22
15 18 13 16 17 20 15 18
8 10 6 8 10 12 8 10
12 17 10 15 14 19 12 17
12 12 10 10 14 14 12 12
17 16 15 14 19 18 17 16
19 16 17 14 22 19 20 17
78 52 76 50 80 54 78 52
12 13 10 11 15 16 13 14
6 6 4 4 9 9 7 7
12 12 10 10 15 15 13 13
7 8 5 6 9 10 7 8
7 8 5 6 10 11 8 9
7 8 5 6 9 10 7 8
14 13 12 11 16 15 14 13
17 16 15 14 19 18 17 16
17 17 15 15 19 19 17 17
7 9 5 7 9 11 7 9
4 4 2 2 6 6 4 4
4 5 2 3 7 8 5 6
7 10 5 8 9 12 7 10
5 6 3 4 7 8 5 6
13 14 11 12 15 16 13 14
10 8 8 6 12 10 10 8
5 6 3 4 7 8 5 6
8 6 6 4 10 8 8 6
12 9 10 7 15 12 13 10
27 29 25 27 29 31 27 29
16 17 14 15 18 19 16 17
10 11 8 9 15 16 13 14
46 44 44 42 48 46 46 44
27 21 25 19 30 24 28 22
29 28 27 26 31 30 29 28
28 28 26 26 31 31 29 29
16 26 14 24 18 28 16 26
37 36 35 34 43 42 41 40
12 12 10 10 14 14 12 12
43 41 41 39 47 45 45 43
10 10 8 8 13 13 11 11
13 14 11 12 15 16 13 14
18 27 16 25 20 29 18 27
15 12 13 10 17 14 15 12
16 17 14 15 18 19 16 17
12 13 10 11 14 15 12 13
19 25 17 23 23 29 21 27
4 4 2 2 6 6 4 4
60 73 58 71 62 75 60 73
12 12 10 10 14 14 12 12
15 17 13 15 17 19 15 17
15 21 13 19 17 23 15 21
6 8 4 6 9 11 7 9
14 13 12 11 17 16 15 14
8 10 6 8 10 12 8 10
25 32 23 30 27 34 25 32
14 13 12 11 16 15 14 13
23 23 21 21 26 26 24 24
48 39 46 37 50 41 48 39
23 20 21 18 25 22 23 20
15 17 13 15 17 19 15 17
20 28 18 26 22 30 20 28
22 17 20 15 24 19 22 17
17 16 15 14 19 18 17 16
10 14 8 12 12 16 10 14
8 8 6 6 11 11 9 9
19 22 17 20 21 24 19 22
15 12 13 10 17 14 15 12
14 18 12 16 16 20 14 18
14 11 12 9 17 14 15 12
11 10 9 8 13 12 11 10
8 11 6 9 10 13 8 11
6 8 4 6 8 10 6 8
12 12 10 10 14 14 12 12
4 4 2 2 6 6 4 4
11 16 9 14 13 18 11 16
7 7 5 5 10 10 8 8
21 21 19 19 23 23 21 21
9 10 7 8 12 13 10 11
9 8 7 6 11 10 9 8
13 16 11 14 15 18 13 16
14 14 12 12 17 17 15 15
22 14 20 12 24 16 22 14
8 9 6 7 11 12 9 10
15 17 13 15 17 19 15 17
11 13 9 11 13 15 11 13
33 29 31 27 36 32 34 30
8 9 6 7 12 13 10 11
14 21 12 19 16 23 14 21
12 10 10 8 15 13 13 11
9 10 7 8 11 12 9 10
25 26 23 24 28 29 26 27
7 10 5 8 9 12 7 10
11 12 9 10 14 15 12 13
14 13 12 11 16 15 14 13
21 21 19 19 23 23 21 21
24 29 22 27 26 31 24 29
4 4 2 2 6 6 4 4
16 15 14 13 18 17 16 15
17 13 15 11 19 15 17 13
12 13 10 11 15 16 13 14
6 7 4 5 9 10 7 8
43 69 41 67 46 72 44 70
7 6 5 4 10 9 8 7
9 10 7 8 11 12 9 10
8 8 6 6 12 12 10 10
5 6 3 4 8 9 6 7
5 6 3 4 7 8 5 6
8 6 6 4 10 8 8 6
29 21 27 19 31 23 29 21
8 10 6 8 10 12 8 10
7 8 5 6 9 10 7 8
13 12 11 10 16 15 14 13
8 7 6 5 10 9 8 7
20 25 18 23 24 29 22 27
6 6 4 4 9 9 7 7
9 10 7 8 13 14 11 12
33 40 31 38 36 43 34 41
19 24 17 22 21 26 19 24
10 9 8 7 12 11 10 9
13 12 11 10 15 14 13 12
24 22 22 20 27 25 25 23
18 19 16 17 22 23 20 21
31 35 29 33 33 37 31 35
10 12 8 10 13 15 11 13
9 9 7 7 11 11 9 9
9 9 7 7 11 11 9 9
7 8 5 6 9 10 7 8
21 22 19 20 23 24 21 22
19 16 17 14 22 19 20 17
13 15 11 13 15 17 13 15
10 16 8 14 12 18 10 16
31 29 29 27 34 32 32 30
35 37 33 35 37 39 35 37
10 13 8 11 13 16 11 14
23 34 21 32 25 36 23 34
19 20 17 18 22 23 20 21
13 11 11 9 16 14 14 12
13 13 11 11 15 15 13 13
46 35 44 33 48 37 46 35
7 8 5 6 9 10 7 8
8 8 6 6 11 11 9 9
17 15 15 13 20 18 18 16
14 14 12 12 16 16 14 14
9 15 7 13 12 18 10 16
8 7 6 5 11 10 9 8
14 15 12 13 17 18 15 16
32 19 30 17 34 21 32 19
26 20 24 18 29 23 27 21
6 6 4 4 9 9 7 7
8 7 6 5 11 10 9 8
15 15 13 13 17 17 15 15
11 13 9 11 13 15 11 13
15 15 13 13 17 17 15 15
7 8 5 6 9 10 7 8
6 6 4 4 8 8 6 6
39 36 37 34 42 39 40 37
6 6 4 4 9 9 7 7
7 7 5 5 11 11 9 9
7 8 5 6 9 10 7 8
32 25 30 23 34 27 32 25
45 46 43 44 47 48 45 46
30 29 28 27 32 31 30 29
17 14 15 12 20 17 18 15
16 12 14 10 19 15 17 13
37 27 35 25 40 30 38 28
12 11 10 9 14 13 12 11
28 38 26 36 30 40 28 38
26 24 24 22 28 26 26 24
8 10 6 8 10 12 8 10
17 15 15 13 21 19 19 17
10 10 8 8 14 14 12 12
45 44 43 42 47 46 45 44
79 64 77 62 81 66 79 64
48 52 46 50 51 55 49 53
19 23 17 21 21 25 19 23
15 18 13 16 17 20 15 18
14 16 12 14 16 18 14 16
15 12 13 10 18 15 16 13
21 21 19 19 23 23 21 21
15 16 13 14 17 18 15 16
11 11 9 9 14 14 12 12
15 15 13 13 17 17 15 15
30 19 28 17 33 22 31 20
12 15 10 13 15 18 13 16
19 26 17 24 21 28 19 26
46 26 44 24 49 29 47 27
25 18 23 16 27 20 25 18
27 23 25 21 29 25 27 23
9 13 7 11 11 15 9 13
13 12 11 10 16 15 14 13
32 32 30 30 35 35 33 33
23 21 21 19 27 25 25 23
12 12 10 10 14 14 12 12
34 32 32 30 37 35 35 33
11 12 9 10 13 14 11 12
21 19 19 17 23 21 21 19
22 20 20 18 24 22 22 20
22 36 20 34 24 38 22 36
9 10 7 8 11 12 9 10
11 9 9 7 13 11 11 9
20 17 18 15 22 19 20 17
22 17 20 15 24 19 22 17
10 10 8 8 12 12 10 10
84 88 82 86 86 90 84 88
9 11 7 9 11 13 9 11
8 9 6 7 10 11 8 9
6 8 4 6 8 10 6 8
15 15 13 13 17 17 15 15
17 22 15 20 19 24 17 22
8 7 6 5 11 10 9 8
23 32 21 30 26 35 24 33
21 30 19 28 23 32 21 30
19 20 17 18 21 22 19 20
8 12 6 10 10 14 8 12
30 24 28 22 32 26 30 24
28 27 26 25 31 30 29 28
15 15 13 13 17 17 15 15
12 9 10 7 14 11 12 9
20 18 18 16 22 20 20 18
14 14 12 12 16 16 14 14
6 6 4 4 8 8 6 6
6 6 4 4 8 8 6 6
22 17 20 15 24 19 22 17
5 6 3 4 7 8 5 6
13 14 11 12 15 16 13 14
26 19 24 17 28 21 26 19
13 17 11 15 15 19 13 17
16 13 14 11 18 15 16 13
14 19 12 17 16 21 14 19
8 11 6 9 12 15 10 13
26 19 24 17 28 21 26 19
12 12 10 10 14 14 12 12
34 32 32 30 36 34 34 32
12 10 10 8 15 13 13 11
24 39 22 37 27 42 25 40
14 17 12 15 16 19 14 17
37 41 35 39 40 44 38 42
16 16 14 14 19 19 17 17
19 18 17 16 21 20 19 18
13 12 11 10 16 15 14 13
12 11 10 9 14 13 12 11
55 54 53 52 57 56 55 54
13 11 11 9 16 14 14 12
12 9 10 7 14 11 12 9
28 22 26 20 31 25 29 23
5 6 3 4 7 8 5 6
15 15 13 13 18 18 16 16
7 10 5 8 9 12 7 10
11 11 9 9 13 13 11 11
18 21 16 19 20 23 18 21
15 14 13 12 18 17 16 15
29 37 27 35 32 40 30 38
15 14 13 12 17 16 15 14
18 17 16 15 21 20 19 18
27 27 25 25 30 30 28 28
6 6 4 4 9 9 7 7
16 19 14 17 19 22 17 20
46 25 44 23 48 27 46 25
41 29 39 27 44 32 42 30
24 24 22 22 26 26 24 24
10 8 8 6 12 10 10 8
23 35 21 33 27 39 25 37
14 12 12 10 18 16 16 14
10 16 8 14 12 18 10 16
14 13 12 11 16 15 14 13
8 8 6 6 10 10 8 8
9 9 7 7 12 12 10 10
11 10 9 8 14 13 12 11
14 19 12 17 16 21 14 19
16 17 14 15 18 19 16 17
28 18 26 16 30 20 28 18
10 10 8 8 13 13 11 11
18 29 16 27 20 31 18 29
67 61 65 59 69 63 67 61
8 10 6 8 10 12 8 10
17 13 15 11 19 15 17 13
25 17 23 15 27 19 25 17
12 12 10 10 14 14 12 12
32 24 30 22 35 27 33 25
17 16 15 14 19 18 17 16
12 20 10 18 14 22 12 20
37 31 35 29 39 33 37 31
20 24 18 22 22 26 20 24
15 17 13 15 17 19 15 17
16 19 14 17 18 21 16 19
15 13 13 11 17 15 15 13
9 9 7 7 11 11 9 9
20 21 18 19 22 23 20 21
8 9 6 7 10 11 8 9
34 26 32 24 36 28 34 26
13 16 11 14 15 18 13 16
26 28 24 26 28 30 26 28
6 7 4 5 8 9 6 7
14 18 12 16 16 20 14 18
13 13 11 11 16 16 14 14
14 19 12 17 18 23 16 21
14 14 12 12 18 18 16 16
31 26 29 24 34 29 32 27
5 6 3 4 7 8 5 6
12 9 10 7 15 12 13 10
29 30 27 28 31 32 29 30
18 17 16 15 21 20 19 18
18 23 16 21 22 27 20 25
20 19 18 17 22 21 20 19
32 32 30 30 34 34 32 32
18 19 16 17 24 25 22 23
25 16 23 14 27 18 25 16
18 12 16 10 21 15 19 13
43 30 41 28 45 32 43 30
43 46 41 44 45 48 43 46
29 26 27 24 31 28 29 26
31 30 29 28 33 32 31 30
17 20 15 18 19 22 17 20
16 19 14 17 18 21 16 19
4 4 2 2 6 6 4 4
18 18 16 16 21 21 19 19
11 10 9 8 13 12 11 10
19 32 17 30 22 35 20 33
11 14 9 12 13 16 11 14
10 12 8 10 13 15 11 13
17 14 15 12 19 16 17 14
9 9 7 7 12 12 10 10
11 11 9 9 14 14 12 12
26 27 24 25 29 30 27 28
28 23 26 21 30 25 28 23
17 20 15 18 20 23 18 21
14 14 12 12 17 17 15 15
5 4 3 2 8 7 6 5
11 10 9 8 13 12 11 10
9 9 7 7 11 11 9 9
10 8 8 6 12 10 10 8
12 12 10 10 16 16 14 14
11 10 9 8 13 12 11 10
17 16 15 14 19 18 17 16
4 5 2 3 7 8 5 6
12 12 10 10 14 14 12 12
10 8 8 6 12 10 10 8
43 41 41 39 47 45 45 43
5 9 3 7 10 14 8 12
12 15 10 13 14 17 12 15
8 8 6 6 12 12 10 10
9 10 7 8 12 13 10 11
14 14 12 12 16 16 14 14
23 26 21 24 25 28 23 26
18 17 16 15 20 19 18 17
7 6 5 4 10 9 8 7
17 12 15 10 20 15 18 13
4 4 2 2 6 6 4 4
5 5 3 3 7 7 5 5
5 6 3 4 7 8 5 6
4 4 2 2 6 6 4 4
6 7 4 5 8 9 6 7
15 15 13 13 17 17 15 15
39 48 37 46 42 51 40 49
7 10 5 8 9 12 7 10
10 10 8 8 12 12 10 10
9 10 7 8 12 13 10 11
6 6 4 4 9 9 7 7
4 4 2 2 6 6 4 4
8 11 6 9 11 14 9 12
21 21 19 19 23 23 21 21
21 28 19 26 24 31 22 29
15 15 13 13 17 17 15 15
16 21 14 19 19 24 17 22
6 9 4 7 9 12 7 10
8 6 6 4 10 8 8 6
8 9 6 7 10 11 8 9
10 10 8 8 13 13 11 11
14 15 12 13 17 18 15 16
12 10 10 8 14 12 12 10
24 17 22 15 28 21 26 19
39 41 37 39 42 44 40 42
12 11 10 9 14 13 12 11
28 25 26 23 32 29 30 27
19 16 17 14 21 18 19 16
38 24 36 22 41 27 39 25
8 9 6 7 10 11 8 9
11 12 9 10 13 14 11 12
20 21 18 19 22 23 20 21
15 18 13 16 19 22 17 20
34 26 32 24 36 28 34 26
37 35 35 33 39 37 37 35
30 22 28 20 33 25 31 23
4 4 2 2 6 6 4 4
11 12 9 10 13 14 11 12
14 17 12 15 17 20 15 18
6 8 4 6 8 10 6 8
11 14 9 12 13 16 11 14
12 17 10 15 14 19 12 17
16 25 14 23 18 27 16 25
19 19 17 17 22 22 20 20
9 10 7 8 11 12 9 10
12 12 10 10 14 14 12 12
9 12 7 10 11 14 9 12
40 38 38 36 44 42 42 40
13 11 11 9 15 13 13 11
28 31 26 29 30 33 28 31
34 42 32 40 36 44 34 42
16 20 14 18 18 22 16 20
34 36 32 34 36 38 34 36
26 26 24 24 28 28 26 26
11 16 9 14 14 19 12 17
51 37 49 35 53 39 51 37
10 10 8 8 12 12 10 10
30 30 28 28 33 33 31 31
9 12 7 10 11 14 9 12
19 14 17 12 21 16 19 14
7 8 5 6 9 10 7 8
15 13 13 11 17 15 15 13
12 12 10 10 14 14 12 12
17 25 15 23 19 27 17 25
14 14 12 12 18 18 16 16
15 12 13 10 17 14 15 12
16 18 14 16 18 20 16 18
12 12 10 10 14 14 12 12
24 24 22 22 27 27 25 25
22 25 20 23 25 28 23 26
15 22 13 20 18 25 16 23
12 9 10 7 15 12 13 10
6 7 4 5 9 10 7 8
27 25 25 23 29 27 27 25
17 16 15 14 19 18 17 16
37 27 35 25 40 30 38 28
23 18 21 16 25 20 23 18
17 15 15 13 19 17 17 15
16 14 14 12 18 16 16 14
26 22 24 20 28 24 26 22
20 22 18 20 22 24 20 22
10 12 8 10 12 14 10 12
19 18 17 16 22 21 20 19
20 20 18 18 22 22 20 20
13 11 11 9 15 13 13 11
7 8 5 6 9 10 7 8
7 10 5 8 9 12 7 10
21 19 19 17 23 21 21 19
16 27 14 25 18 29 16 27
8 7 6 5 10 9 8 7
24 22 22 20 27 25 25 23
32 38 30 36 34 40 32 38
27 26 25 24 29 28 27 26
6 5 4 3 8 7 6 5
16 14 14 12 18 16 16 14
4 5 2 3 7 8 5 6
6 8 4 6 8 10 6 8
18 12 16 10 21 15 19 13
5 6 3 4 7 8 5 6
8 12 6 10 10 14 8 12
12 20 10 18 15 23 13 21
11 15 9 13 14 18 12 16
37 37 35 35 39 39 37 37
8 10 6 8 10 12 8 10
12 15 10 13 14 17 12 15
44 33 42 31 46 35 44 33
12 10 10 8 14 12 12 10
27 31 25 29 30 34 28 32
17 16 15 14 21 20 19 18
29 24 27 22 31 26 29 24
20 32 18 30 22 34 20 32
15 15 13 13 17 17 15 15
28 27 26 25 30 29 28 27
14 14 12 12 16 16 14 14
8 6 6 4 10 8 8 6
8 7 6 5 10 9 8 7
12 11 10 9 14 13 12 11
6 6 4 4 9 9 7 7
18 26 16 24 20 28 18 26
19 14 17 12 21 16 19 14
7 9 5 7 10 12 8 10
9 10 7 8 12 13 10 11
14 13 12 11 18 17 16 15
16 23 14 21 19 26 17 24
13 17 11 15 15 19 13 17
27 26 25 24 29 28 27 26
13 18 11 16 15 20 13 18
5 6 3 4 7 8 5 6
8 10 6 8 10 12 8 10
9 8 7 6 12 11 10 9
15 17 13 15 17 19 15 17
12 9 10 7 14 11 12 9
8 10 6 8 10 12 8 10
15 11 13 9 19 15 17 13
13 21 11 19 15 23 13 21
33 51 31 49 36 54 34 52
11 13 9 11 14 16 12 14
34 54 32 52 37 57 35 55
12 15 10 13 14 17 12 15
10 8 8 6 13 11 11 9
18 27 16 25 20 29 18 27
18 13 16 11 21 16 19 14
18 14 16 12 21 17 19 15
16 27 14 25 20 31 18 29
46 40 44 38 49 43 47 41
63 37 61 35 65 39 63 37
87 75 85 73 90 78 88 76
24 20 22 18 27 23 25 21
7 8 5 6 9 10 7 8
12 11 10 9 14 13 12 11
24 25 22 23 26 27 24 25
14 15 12 13 16 17 14 15
10 8 8 6 12 10 10 8
5 6 3 4 7 8 5 6
6 6 4 4 8 8 6 6
14 16 12 14 16 18 14 16
6 5 4 3 8 7 6 5
7 8 5 6 9 10 7 8
10 10 8 8 13 13 11 11
41 62 39 60 43 64 41 62
10 12 8 10 13 15 11 13
12 13 10 11 14 15 12 13
11 12 9 10 13 14 11 12
15 16 13 14 17 18 15 16
21 14 19 12 23 16 21 14
7 7 5 5 9 9 7 7
4 4 2 2 6 6 4 4
8 10 6 8 10 12 8 10
12 13 10 11 14 15 12 13
5 6 3 4 7 8 5 6
7 8 5 6 9 10 7 8
17 17 15 15 19 19 17 17
4 4 2 2 6 6 4 4
6 6 4 4 8 8 6 6
4 4 2 2 6 6 4 4
4 4 2 2 6 6 4 4
25 18 23 16 27 20 25 18
10 10 8 8 12 12 10 10
5 6 3 4 7 8 5 6
12 8 10 6 14 10 12 8
12 9 10 7 14 11 12 9
9 14 7 12 11 16 9 14
11 9 9 7 15 13 13 11
4 4 2 2 6 6 4 4
8 9 6 7 10 11 8 9
4 5 2 3 7 8 5 6
8 7 6 5 11 10 9 8
26 33 24 31 29 36 27 34
9 12 7 10 11 14 9 12
6 6 4 4 10 10 8 8
21 21 19 19 24 24 22 22
30 27 28 25 32 29 30 27
18 20 16 18 20 22 18 20
22 31 20 29 24 33 22 31
7 8 5 6 9 10 7 8
26 25 24 23 28 27 26 25
15 15 13 13 17 17 15 15
